timestamp,speaker,words,tags
,Mary,So you finished high school in New Jersey?,
,Perry,Mm-hmm.,
,Mary,"And then when, when did you enlist in the Air Force?",
,Perry,"Umm, in July, about one year after, after I graduated. I was working, when I was in, when I was in high school, I got a job, I think one summer, working in a hotel as a, making salads. And so then I think the summer after I graduate, graduated… Oh, I was encouraged to go to college, but I just didn’t, I just didn’t think of myself as a college person. So I just took, uh… So somehow I got in touch with the person that I worked for the previous summer and went to work as a, doing the same job, making salads. At, at a resort in upst-, in, near New York City. And then, and then that, in that fall I, I got another job, the same kind of a job, maybe it was a bus boy, in, near Philadelphia.",
1:00:05,Perry,"And then, then I, then I got a job in Philadelphia doing, as a salad man. And then, then I went, then in ’51 I went into the service. And then, let’s see, then after four years I, uh, yeah let’s see, I was working as a technician, electronic technician, and then I did, I did that for about maybe two years, two or two years, I guess, and I decided to go back to college.",
,Lisa,"That was after those, after the service you were the technician? You did that?",
,Perry,Yes.,
,Lisa,Okay.,
,Perry,"Maybe two to four years, I’m, I’m not, let’s see, how did that work out? Yeah, I think it was maybe four years as a technician. Then I went back to school, college, not back, but I went to college. Yeah, I went and got a degree in, in math, actually. And then I went to work for, there was AT&T at that time, then I was a engineer for about thirty-four years.",
,Lisa,Wow.,
,Perry,So. Then I’ve been retired since ’95.,
,Lisa,"What was it like, going to high school in New Jersey, after coming out of the internment camp?",
,Perry,"And I was, yeah, we, we were, I was the only, well there was one other Japanese-American in the school. And it was a small town, about 12,000. Mostly, well they were all Caucasians except it was a resort town for Jewish people that would come there, so there was a lot of Jewish hotels and maybe all the smart kids in high school were Jewish. And so, in the, they had the college preparatory school, uh, classes, and so I, I was, so all my classmates were Jewish. But, you know, they don’t, I didn’t associate, my friends were not Jewish. They were… I never saw my friends in school, you know. The guys that I hang out with, hung out with. I, oh I used to go to YMCA a lot, and there were no, there were no Jews there, so... So, I got, and I got pretty good grades, and but, so I was encouraged to go to high sch-, uh college, but I never did that. I think I, you know, so high school was a good experience. It was a good sch-, pretty good school, so I got a pretty good education. And a lot, a lot of kids that wanted to go college, you know, they, they went on and went to good schools. But most of them went to the state school, in New Jersey, Rut-, Rutgers, which is a, I think had a pretty good reputation. But I, I never, no the Jewish stu-, all the, they all hang out together and I never, I never did join their, join them. So my friends, my friends were, they never, they never went on to college. Why, actually, at the time they didn’t go on to college, but so… I was sort of, you know, I didn’t really, I wasn’t that too close with the guys I went around with.",
1:05:02,Lisa,"And how about that going into the service. I mean it, given your experiences and your life, and having been put into the camps, did you have any…?",
,Perry,"No, I didn’t feel any bad, you know, I didn’t, uh… It was just something I had to deal with, so, I just went. I never resented it. And my parents never spoke badly about it.",
,Mary,"By that time, the, the services had been integrated for a few years.",
,Perry,"Mm-hmm, oh yeah. It was, there was no, I had, yeah, there was no bad experience in service, that I knew of, that I knew of, so...",
,Mary,Do you know if your parents ever considered returning to Tacoma? After being released from the camps?,
,Perry,"No, they didn’t. They never talked about going, they were happy in New Jersey.",
,Mary,"Uh-huh. I mean, so when, when it became clear that the camps were going to be closed down and people were going to be able to go, just leave, they never, to your knowledge, discussed returning to Tacoma.",
,Perry,"No, they just, they just said that there was, they felt there was too much prejudice and they want, it might be dangerous going back there, and there was… I don’t know, it was probably very painful for them, you know, to go back there, start all over again, and you know, new, old familiar surroundings.",
,Lisa,Where did you meet your wife?,
,Perry,"Actually, I met her through my, my cousin, he knew my, he well knew… Well she, she used to take lessons, uh, sewing lessons, here from my cousin, who lived, and so that’s how I met her. He knew, uh, he knew I was looking for a wife, so.",
,Lisa,Was that in New Jersey? Was she also?,
,Perry,"No, she was, this was in, he was in Ky-, uh Japan.",
,Lisa,"Oh, okay.",
,Perry,"In Kyoto, as a matter of fact, big, a big city, pretty big city.",
,Lisa,Yeah.,
,Mary,So your wife is from Japan.,
,Perry,Yes.,
,Lisa,"And did you go to Japan to meet her, or did she come here?",
,Perry,"No, no I went there. I had to, I met, I met her, the whole family was, I met, I came over and visited my, my cousin, and then one day I went to a hotel, and I met her family and my, my cousin was with me, my cousin and his wife and so... Then that, they looked at me and they looked me over, and said “Okay” [laughter]. And boy, there was, well you know, I was ready for marriage. So, I had, I, they went… Now, we lived in the count-, in New Jersey when I was living with my parents, and they had retired, and there weren’t many opportunities for me to meet any Japanese, Japanese at all, so... So, I, I think I was over thirty when I, yeah when I finished school around thirty-three, I think.",
,Lisa,And you have two children? Will you tell us a little about them?,
,Perry,"Yes, my, my daughter is thirty-one and my son is twenty-nine. And, um, she went to medical school and she finished her Residency at Yale, and she’s been working in a native hospital in Anchorage for about, about nine months, I think. My son is in his, he’s an intern at Illinois Masonic Hospital, in north side of Chicago. So he, he wants to go into anesthesiology.",
1:10:20,Lisa,Great.,
,Perry,And he just got married. Over the weekend [grins proudly].,
,Lisa,"Oh, congratulations!",
,Mary,"Wow, you’ve been busy this week.",
,Perry,"So I’m kind of, I’m kind of in shock.",
,Lisa,I bet!,
,Perry,I’m not really over it yet.,
,Lisa,And is your daughter-in-law Japanese?,
,Perry,"No, she’s Chi-, her parents are from Taiwan.",
,Lisa,Oh.,
,Perry,"They, they live in St. Louis. She grew up in St. Louis, and she’s, I think she’s twenty-seven. She went to St. Louis Universi-, uh, Washington University, and so she’s been working three or four year-, uh, maybe five years in something, uh let’s see, mergers and acquisitions.",
,Lisa,Wow.,
,Perry,"And yeah, so, she comes from a very large family. Her, her parents have several sib-, siblings, so...",
,Mary,"So it was a big wedding, it sounds like.",
,Perry,"Yes, very big.",
,Mary,"Did, uh, were Chinese and Japanese traditions represented at the wedding at all?",
,Perry,"They, they had, well they had two sets of cups, and one Japanese and then the other was Chinese, and they, they poured, I think it was tea, and supposedly sake, and they both sipped the drink. And then, then they served us with the Chinese tea, both, uh, both sets of parents, so... They tried, they tried to bring in the, the old customs during the ceremony.",
,Lisa,Did they kneel in front of you?,
,Perry,Yes.,
,Lisa,To serve you the tea?,
,Perry,"That was the Chinese way, I think.",
,Lisa,"Have you, um, what kinds of things, if any, have you told your children about growing up in Tacoma?",
,Perry,"Not, not too much, but I, we did go back, you know there was a reunion several years ago, and so the four of us went back together, and I to-, tried to go back to where we grow up, grew up, but our houses were all, were gone, and both houses were gone. So, did, but at least they got to see where I grew up. And saw some of the surround- Seattle, and so they think, they enjoyed that.",
,Lisa,Was that the first time you’d been back to Tacoma?,
,Perry,"No, I, I was briefly back maybe for a couple of days. You know, while I was working I got a chance to go on a field trip to Seattle. But that was the only time I was back.",
,Lisa,Are there any things you think you want your children to know? Reflecting back at this point in your life.,
,Perry,Mm-hmm.,
,Lisa,"What kinds of things would those be, if any?",
,Perry,"Well, I, I think… I wish that they had a, they could get an idea of what my childhood was like, you know, [siren begins in background] look and see what my or-, where I, what my origins were, and uh, maybe some of the, what could have influenced my life. Yeah, I think that. Do you think Tacoma is a blue-collar town? [siren gone] Or is it more of a, I don’t know, college town. I guess it’s going to be a college town now.",
1:14:58,Lisa,It’s changing.,
,Mary,"Gosh, it’s definitely not a blue-collar foundation, though. And the military has been real important there, Fort Lewis and McChord, and Camp Murray, and so that’s, has left a real strong imprint on that city, particularly since the war.",
,Perry,Mm-hmm.,
,Lisa,"Yeah, there’s certainly a lot of transitions going on, and part of that is a shift in, in the population, but it’s not, at this point it’s not a major shift, I’d say, in Tacoma.",
,Lisa,"So if, just, I’m curious, because you said, you know, [leans forward and camera goes slightly out of focus] “what may have been those things that have influenced me in my life,” I mean, if you think of them, could you list a couple, and would the language school be in that list?",
,Perry,"Yeah, I, I think the language school, you know, it just, you know, I, made me feel that I was a, a Japanese, not an Ameri-, an American. I always, I think I always thought of myself as being Japanese, and not an American, that’s all. You know, when I went to get married, you know, I didn’t think, I didn’t think I’d look for a Japanese wife, so that was a big influence. Let’s see, what else. [sits back, camera refocuses] I, I maybe, well you know friends, I feel more comfortable being with Japanese…but let’s see. Umm, you know, I think Tacoma being a blue-collar town, I think that…not a, not a…more of an intellectual community, so maybe that had an influence on me, too. So…",
,Perry,"You know, I think I had a, sort of a, more of a egalitarian view of people, maybe subconsciously that came from the school… Nothing, no, no lessons that, you know, were verbally taught, or, I think maybe I, some of that came from the school. You know, but there’s nothing that I could pinpoint and say that, “Well that was it.” That’s when that happened, or… But it just only be over a period of time.",
,Lisa,"Some of, some of the other people we’ve talked to have said that their, they actually have very happy memories of childhood, and that seems especially true for the children who grew up within those, kind of where the Japanese businesses tend to be, tended to be. In that kind of downtown core.",
,Perry,Uh-huh.,
,Lisa,"Because it seems there lives were, as one person said, kind of insulated, in a sense, and it was all about the Japanese-American community. Do you think, do you think that could be true, and do you think because you lived a little bit outside of that core part of the town that your experiences might be different from theirs?",
,Perry,"Yeah, I think it was, it was different. But we did get to meet other Japanese at Steilacoom Bea-, Steilacoom Beach. And that was a very, you know, I had a lot of, that was when probably when I was the happiest, you know, when I was on, playing on the beach and playing, playing in the water, and being around, and having things to, good things to eat, and staying late at night, and shooting off firecrackers, and – or fireworks. So, yeah, I have a lot of happy memories. But not so much in the downtown area. So…yeah, we never, we never got down there too much. Just during the school hours.",
1:20:06,Lisa,"So are there, are there any other memories or thoughts about the language school or growing up in Tacoma that you’d like to share?",
,Perry,"Yeah, I, it was a very happy time, you know. Well, no, I guess kids are mostly happy anyway, growing up. They have happy childhoods a lot. So my childhood was not very different from anybody else. Just, it was pretty, pretty happy, no bad… Until the war started, you know, there was nothing. No bad memories.",
,Lisa,"I have one last question, sorry. Do you, given the story that you told us earlier about meeting the boys from Stockton, and their father had been shot, do you think that children growing up in California, for example, had different childhoods than yours, as you talked to them and met them in camp and other places in your life? Do you think Tacoma was unique, is I guess is the question.",
,Perry,"I, I don’t, I don’t, I never thought about them, but I, you know, I think, I don’t, I, I don’t know other communities, so I really can’t say, but I think there was less... Well, I, I just get the feeling that there was less animosity, but, you know, I was so small… I, my dad probably feel differently, I think he had, there were more racial incidents that he experienced. But he, he never, he never expressed, he never verbalized any, any thoughts on that matter. I, I think he, that he did experience racial prejudice, and, you know, I don’t remember any, I, where he, where he related such incidents, but I, you know, I sort of remember him expressing this feeling that there were ra-, there was racial prejudice against Japanese. But not, there were no, you know... The only, I remember he, he was mugged once, you know, but and he carried a pis-, after that he carried a pistol, so… But that’s all I remember.",
,Lisa,That was in Tacoma?,
,Perry,Uh-huh.,
,Lisa,Great.,
,Lisa,"Well thank you very much. We really appreciate your participation and your, your candor. It’s really interesting. Thank you.",
,Perry,"Okay, I hope I was helpful.",
,Mary,"Yeah, of course. Yeah.",
